# HOLES(7),# OF SHOTS,%(11),%(4),%(7),AVG DTP(5),AVG(1),AVG(10),AVG(12),AVG(13),AVG(14),AVG(2),AVG(3),AVG(6),AVG(8),AVG(9),FAIRWAYS HIT(11),GREENS HIT(7),MEASURED ROUNDS(1),MEASURED ROUNDS(12),MEASURED ROUNDS(2),MEASURED ROUNDS(3),MEASURED ROUNDS(6),MEASURED ROUNDS(8),MEASURED ROUNDS(9),MISSED GIR(4),MOVEMENT(1),MOVEMENT(10),MOVEMENT(11),MOVEMENT(12),MOVEMENT(13),MOVEMENT(14),MOVEMENT(2),MOVEMENT(3),MOVEMENT(4),MOVEMENT(5),MOVEMENT(6),MOVEMENT(7),MOVEMENT(8),MOVEMENT(9),PAR OR BETTER(4),PLAYER,PLAYER_ID,POSSIBLE FAIRWAYS(11),RANK(1),RANK(10),RANK(11),RANK(12),RANK(13),RANK(14),RANK(2),RANK(3),RANK(4),RANK(5),RANK(6),RANK(7),RANK(8),RANK(9),RELATIVE/PAR(7),SCRAMBLING RANK(5),SG:APR(8),SG:ARG(8),SG:OTT,TOTAL ADJUSTMENT(14),TOTAL DISTANCE (FEET)(5),TOTAL DISTANCE(10),TOTAL DRIVES(10),TOTAL ROUNDS(13),TOTAL ROUNDS(14),TOTAL SG:APP(6),TOTAL SG:ARG(3),TOTAL SG:OTT(9),TOTAL SG:P(12),TOTAL SG:PUTTING(1),TOTAL SG:PUTTING(2),TOTAL SG:T(12),TOTAL SG:T2G(12),TOTAL STROKES(13),TOTAL STROKES(14)
1170.0,390.0,60.66%,57.99%,66.84%,"7' 11""",-0.224,306.5,0.428,70.31,70.826,-0.224,-0.063,0.288,0.652,0.427,552.0,782.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,388.0,-7.0,-3.0,2.0,-5.0,-5.0,-2.0,-7.0,-3.0,-1.0,-6.0,-3.0,-6.0,3.0,-1.0,225.0,Cameron Young,57366,910.0,135.0,34.0,88.0,57.0,103.0,68.0,135.0,113.0,119.0,129.0,52.0,65.0,29.0,19.0,-0.31,119.0,0.288,-0.063,0.427,33.713,3071.833,39848.0,130.0,65.0,65.0,17.255,-3.8,25.646,-13.459,-13.459,-13.459,25.654,39.115,4570.0,4570.0
954.0,329.0,60.99%,63.35%,63.10%,"6' 11""",0.3,293.7,0.339,69.68,70.646,0.3,-0.021,0.293,0.038,-0.234,444.0,602.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,352.0,-4.0,-4.0,10.0,1.0,0.0,-4.0,-4.0,-7.0,9.0,-6.0,-12.0,-3.0,-4.0,3.0,223.0,Chandler Phillips,57900,728.0,44.0,132.0,83.0,64.0,30.0,50.0,44.0,100.0,32.0,20.0,50.0,153.0,94.0,140.0,-0.32,32.0,0.293,-0.021,-0.234,54.798,2264.75,31134.0,106.0,57.0,57.0,14.644,-1.032,-11.697,15.022,15.022,15.022,16.938,1.916,3972.0,3972.0
1044.0,355.0,54.88%,62.50%,65.52%,"6' 4""",0.089,298.3,0.453,69.66,70.749,0.089,0.421,0.161,0.364,-0.218,439.0,684.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,360.0,5.0,11.0,-7.0,28.0,18.0,15.0,5.0,9.0,9.0,1.0,22.0,4.0,18.0,-8.0,225.0,Harry Hall,57975,800.0,79.0,97.0,151.0,53.0,27.0,58.0,79.0,7.0,46.0,1.0,74.0,109.0,60.0,138.0,-0.32,46.0,0.161,0.421,-0.218,66.679,2248.667,34599.0,116.0,61.0,61.0,8.558,22.294,-11.558,4.703,4.703,4.703,23.998,19.294,4249.0,4249.0
1188.0,401.0,61.10%,61.10%,69.28%,"7' 1""",0.148,304.4,1.193,69.14,69.831,0.148,0.49,0.335,1.045,0.22,556.0,823.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,365.0,-7.0,-3.0,6.0,-2.0,-1.0,-1.0,-7.0,2.0,9.0,9.0,-17.0,-3.0,0.0,3.0,223.0,Davis Thompson,58168,910.0,68.0,48.0,82.0,9.0,5.0,5.0,68.0,3.0,70.0,31.0,41.0,19.0,13.0,54.0,-0.31,70.0,0.335,0.49,0.22,48.183,2845.75,40180.0,132.0,70.0,70.0,20.441,29.868,13.442,9.021,9.021,9.021,72.773,63.752,4840.0,4840.0
918.0,304.0,49.22%,60.00%,66.23%,"7' 6""",-0.027,313.3,-0.114,70.31,71.308,-0.027,0.219,-0.465,-0.088,0.158,346.0,608.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,310.0,-23.0,0.0,-3.0,-12.0,-11.0,-4.0,-23.0,-3.0,-10.0,5.0,-2.0,-10.0,-3.0,-6.0,186.0,Chris Gotterup,59095,703.0,104.0,6.0,176.0,118.0,103.0,117.0,104.0,40.0,90.0,76.0,165.0,87.0,110.0,68.0,-0.28,90.0,-0.465,0.219,0.158,53.625,2280.0,31956.0,102.0,54.0,54.0,-21.4,10.089,7.283,-1.235,-1.235,-1.235,-5.262,-4.027,3797.0,3797.0
900.0,272.0,60.69%,62.33%,67.56%,"7' 1""",-0.011,301.6,0.731,69.66,70.554,-0.011,0.326,0.299,0.741,0.116,420.0,608.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,292.0,-6.0,6.0,21.0,6.0,16.0,-1.0,-6.0,4.0,8.0,21.0,2.0,4.0,16.0,7.0,182.0,Mac Meissner,59143,692.0,102.0,69.0,87.0,32.0,27.0,40.0,102.0,18.0,49.0,31.0,49.0,51.0,21.0,78.0,-0.3,49.0,0.299,0.326,0.116,47.351,1924.75,30157.0,100.0,53.0,53.0,12.847,14.036,4.998,-0.455,-0.455,-0.455,31.429,31.884,3692.0,3692.0
900.0,290.0,53.19%,62.70%,65.44%,"7' 7""",-0.154,303.9,-0.22,70.32,71.263,-0.154,-0.073,0.157,-0.066,-0.15,367.0,589.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,311.0,-10.0,0.0,-1.0,-16.0,-16.0,-22.0,-10.0,7.0,-2.0,11.0,-17.0,-4.0,-3.0,0.0,195.0,Parker Coody,59442,690.0,123.0,50.0,165.0,129.0,105.0,115.0,123.0,116.0,44.0,83.0,75.0,114.0,104.0,126.0,-0.26,44.0,0.157,-0.073,-0.15,49.947,2203.75,30089.0,99.0,53.0,53.0,6.769,-3.158,-6.458,-6.614,-6.614,-6.614,-9.457,-2.845,3727.0,3727.0
900.0,268.0,55.76%,58.33%,66.67%,"8' 1""",0.686,310.4,0.117,69.98,71.158,0.686,-0.211,-0.418,-0.569,0.06,387.0,600.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,300.0,7.0,7.0,0.0,31.0,31.0,16.0,7.0,16.0,35.0,13.0,0.0,-17.0,6.0,11.0,175.0,Pierceson Coody,59836,694.0,3.0,13.0,146.0,92.0,61.0,103.0,3.0,144.0,112.0,142.0,161.0,72.0,152.0,89.0,-0.33,112.0,-0.418,-0.211,0.06,62.357,2156.417,30727.0,99.0,53.0,53.0,-17.157,-8.633,2.445,28.137,28.137,28.137,4.794,-23.343,3709.0,3709.0
918.0,341.0,56.62%,53.22%,62.75%,"8' 0""",0.061,305.1,-0.333,70.64,71.339,0.061,-0.184,0.048,-0.393,-0.257,402.0,576.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,342.0,-5.0,-2.0,-1.0,-2.0,-11.0,-1.0,-5.0,-1.0,-6.0,-6.0,-2.0,-3.0,-3.0,-2.0,182.0,Nick Dunlap,59866,710.0,85.0,43.0,141.0,137.0,143.0,121.0,85.0,140.0,172.0,138.0,91.0,156.0,146.0,143.0,-0.33,172.0,0.048,-0.184,-0.257,38.643,2718.917,31125.0,102.0,55.0,55.0,2.299,-8.834,-12.351,2.924,2.924,2.924,-15.962,-18.885,3885.0,3885.0
828.0,219.0,57.39%,63.12%,65.94%,"6' 7""",0.487,297.4,0.352,69.62,70.817,0.487,0.129,0.173,-0.135,-0.436,365.0,546.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,282.0,2.0,2.0,4.0,-6.0,-1.0,-9.0,2.0,-12.0,-5.0,0.0,4.0,5.0,-6.0,-2.0,178.0,Jacob Bridgeman,60004,636.0,19.0,108.0,131.0,63.0,23.0,66.0,19.0,62.0,40.0,5.0,68.0,97.0,114.0,160.0,-0.32,40.0,0.173,0.129,-0.436,59.828,1440.5,27363.0,92.0,50.0,50.0,6.387,4.773,-16.149,18.021,18.021,18.021,13.034,-4.987,3481.0,3481.0
720.0,220.0,58.33%,56.15%,66.11%,"7' 7""",-0.626,303.1,-0.78,70.55,71.625,-0.626,0.124,-0.166,-0.154,-0.112,322.0,476.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,244.0,-9.0,4.0,6.0,-4.0,-7.0,-1.0,-9.0,-13.0,-3.0,11.0,4.0,-17.0,5.0,16.0,137.0,Joe Highsmith,60067,552.0,172.0,56.0,119.0,165.0,134.0,149.0,172.0,65.0,153.0,83.0,123.0,93.0,119.0,119.0,-0.3,153.0,-0.166,0.124,-0.112,47.484,1661.833,23943.0,79.0,44.0,44.0,-5.477,4.083,-3.69,-20.669,-20.669,-20.669,-25.749,-5.082,3104.0,3104.0
